,,,,,🏔️,,,,🏔️,,,🏔️,,,🏔️,🌳,🌳,🌳,🌲,🧱,🧱,🧱,🧱,🧱,⛰️,,🏔️,🏔️,,,,🏔️,,,🏔️,🏔️,⛰️,🌊,🌊,🌊,🌊,,🌲,🌳,🌲,,🌲,,🌲,,🌲,🌲,🌲,🌳,🌲,,🌳,🌲,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🏔️,⛰️
⛰️,⛰️,⛰️,,⛰️,,,🏔️,⛰️,,⛰️,,🏔️,,🏔️,🏔️,,🌳,,🧱,🧱,,,,🧱,🧱,,,🌲,,,🏔️,⛰️,⛰️,,,,,,🌊,🌊,🌊,🌊,🌊,,,🌳,🌳,,,🌲,🌳,🌲,🌲,🌳,,,,🌳,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,⛰️,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,
🏔️,🏔️,🏔️,🏔️,,,,,,🏔️,,,🏔️,⛰️,,,,,🌲,🧱,,,🏠,,,🧱,,,,🏔️,🏔️,⛰️,⛰️,⛰️,🏔️,⛰️,,,🏔️,🌲,🌲,🌊,🌊,🌊,🌊,🌊,🌲,,🌳,🌲,,🌲,🌲,,🌳,🌲,🌳,🌲,🌳,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,⛰️,
🏔️,,⛰️,🏔️,,🏔️,🏔️,🏔️,,,⛰️,⛰️,⛰️,,,🌳,,,🌲,🧱,🏕️,,,,🏡,🧱,,,,🏔️,⛰️,,,🏔️,🏔️,⛰️,⛰️,,🏔️,,,🌲,🌊,🌊,🌊,🌊,🌊,🌲,,🌳,🌲,,🌲,,🌲,🌲,,🌳,🌳,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🏔️,🏔️
🏔️,🏔️,⛰️,,,⛰️,🏔️,,🏔️,,,,🏔️,⛰️,🏔️,,,,🌳,🧱,,,,,,🧱,,,,🏔️,🏔️,⛰️,,,,🏔️,🏔️,🏔️,⛰️,,,🌲,🌲,🌳,🌊,🌊,🌊,🌊,🌳,🌳,,🌲,🌳,🌳,,,,🌳,🌳,,🌳,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,🏔️,,,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🏔️,🏔️
🏔️,,⛰️,⛰️,⛰️,⛰️,⛰️,🏔️,⛰️,🏔️,🏔️,🏔️,🏔️,,,,,,🌳,🧱,🧱,,🏠,,🧱,🧱,,,,🏔️,🏔️,⛰️,⛰️,🏔️,⛰️,⛰️,🏔️,,🏔️,,,🌲,,,,🌊,🌊,🌊,🌊,🌳,,,,🌲,,🌲,,🌳,🌳,🌲,,,🌳,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,,🏔️,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🏔️
,🏔️,🏔️,🏔️,⛰️,,🏔️,⛰️,🏔️,🏔️,,⛰️,,⛰️,⛰️,⛰️,,,,,🟫,,,,🟫,,,,,,,🏔️,,🏔️,🏔️,⛰️,🏔️,,,,🌳,🌲,🌲,🌲,🌳,🌲,🌊,🌊,🌊,🌊,🌳,,🌲,🌲,🌳,🌲,🌲,🌲,🌲,,🌳,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,⛰️,🏔️
,🏔️,⛰️,🏔️,,🏔️,⛰️,,⛰️,,,🏔️,,🏔️,⛰️,,,,,,🟫,🟫,🟫,🟫,🟫,,,,,,,⛰️,🏔️,⛰️,🏔️,🏔️,🏔️,🏔️,🏔️,,,,🌲,🌲,🌳,,🌳,🌊,🌊,🌊,🌊,🌊,🌳,,🌳,,🌲,🌲,🌲,🌳,🌲,🌳,🌳,,,,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,
,🏔️,,🏔️,,⛰️,,⛰️,,⛰️,,⛰️,,,⛰️,,🌲,,,,,,,,,,,,🌳,,⛰️,🏔️,🏔️,⛰️,,🏔️,🌲,🌲,🌲,,,,,🌲,🌳,,,🌳,🌊,🌊,🌊,🌊,🌊,🌲,,,,,🌲,,,🌲,🌳,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,,
,🏔️,,🏔️,,,,,🏔️,🏔️,🏔️,,⛰️,🏔️,,🏔️,🏔️,,,,,,,,,,,,🌳,,🏔️,🏔️,⛰️,,⛰️,🏔️,,,🌲,🌲,,,,🌲,🌳,,🌳,🌳,🌳,,🌊,🌊,🌊,🌊,🌊,🌲,🌳,,🌲,🌲,,,🌲,,,,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,🏔️,🏔️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,⛰️,⛰️
⛰️,🏔️,⛰️,⛰️,🏔️,,⛰️,🏔️,⛰️,,⛰️,,⛰️,🏔️,⛰️,🏔️,🏔️,,,,,,,,,🌲,🌳,,,🌳,,🏔️,🏔️,⛰️,🏔️,🏔️,🌲,,,,🌲,🌲,,🌳,🌲,🌲,🌳,,,🌲,🌳,🌊,🌊,🌊,🌊,🌊,🌊,🌳,,,🌳,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,⛰️,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🏔️,⛰️
,⛰️,🏔️,,🏔️,⛰️,🏔️,🏔️,🏔️,🏔️,,⛰️,⛰️,🏔️,,🏔️,⛰️,,⛰️,🌲,🌲,🌳,,🌲,🌲,,🌲,,🌲,🌳,⛰️,⛰️,⛰️,,,,🌲,🌳,,🌳,🌲,,🌳,🌳,🌲,🌳,,🌲,,🌳,🌲,🌲,🌳,🌊,🌊,🌊,🌊,🌊,🌊,🌲,🌲,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,⛰️,,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🏔️,
,🏔️,🏔️,⛰️,🏔️,⛰️,⛰️,🏔️,⛰️,,⛰️,,⛰️,⛰️,,⛰️,⛰️,🏔️,⛰️,🌲,,🌳,🌳,🌲,,,🌳,🌳,,🌳,,⛰️,⛰️,⛰️,🏔️,🏔️,🌳,🌳,🌳,🌳,,🌳,,🌳,🌲,,,🌳,,,,🌳,🌳,,🌳,🌊,🌊,🌊,🌊,🌊,🌊,🌳,,,,,,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,,,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️,🏔️
⛰️,🏔️,⛰️,,🏔️,⛰️,,,,⛰️,🏔️,,,⛰️,⛰️,🏔️,🏔️,,⛰️,,🌳,🌲,🌳,,🌲,🌲,🌲,🌳,🌲,🌳,🏔️,,🏔️,🏔️,🏔️,🏔️,🌳,,,🌲,🌲,,,🌲,🌲,🌳,🌳,,🌳,🌳,,,,,🌳,🌳,🌲,🌊,🌊,🌊,🌊,🌊,🌊,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,,⛰️,,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,,🏔️
⛰️,🏔️,,⛰️,,🏔️,🏔️,,,⛰️,,,⛰️,🏔️,🏔️,⛰️,🏔️,🏔️,,🌲,,🌳,,,🌲,🌲,🌳,🌲,,🌳,,🏔️,🏔️,,⛰️,⛰️,🌳,🌳,🌳,,,🌳,,,,🌳,,🌲,🌲,,,,,,,,,,,🌊,🌊,🌊,🌊,🌊,,,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,,⛰️,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️
🏔️,⛰️,,⛰️,,,⛰️,⛰️,,⛰️,🏔️,🏔️,🏔️,⛰️,,🏔️,⛰️,,🌳,,🌳,,🌲,,🌳,🌲,,🌳,🌳,,⛰️,⛰️,⛰️,🏔️,⛰️,🏔️,🌳,🌳,🌲,🌲,🌲,🌲,🌲,🌲,🌳,🌳,🌳,🌲,,,,,,,,,,,,,,,🌊,🌊,🌊,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,🏔️,🏔️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,🏔️
🏔️,🏔️,,🏔️,⛰️,⛰️,⛰️,,🏔️,,🏔️,,⛰️,⛰️,⛰️,⛰️,⛰️,,🌲,,🌳,,,,,🌲,🌳,🌲,🌲,🌳,🏔️,⛰️,⛰️,🏔️,,,🌲,🌲,🌲,🌳,🌲,🌳,🌲,🌳,,,,,,,,,,,,,,,,,,,🌊,🌊,🌊,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🏔️,🏔️
,⛰️,🏔️,,,🌳,🌳,,🌳,,,🌲,🌲,🌲,,🌲,🌳,🌳,🌲,🌲,,🌳,🌳,,🌲,🌳,🌳,🌲,🌳,⛰️,,,🏔️,🏔️,,🌳,🌲,🌲,🌳,🌳,🌳,🌲,🌳,🌲,,,,,,,,,🟫,🟫,🟫,🟫,,,,,,,,🌊,🌊,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,,🏔️,🏔️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,⛰️
🏔️,⛰️,🏔️,,🌳,🌳,,🌳,🌳,,🌳,,🌲,,🌲,,🌳,🌳,🌳,🌳,🌲,🌲,,,,🌲,,🌳,,🏔️,⛰️,⛰️,🏔️,,,🌳,🌲,🌳,,,,🌳,🌲,🌲,🌲,,,,,,,🟫,🟫,,,🟫,🟫,,,,,,,🌊,🌊,🌊,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,⛰️,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️,⛰️
,⛰️,🏔️,🏔️,🌳,,,🌳,🌲,🌳,🌲,🌲,,🌳,,🌳,,🌲,🌲,,🌲,,,🌳,🌲,🌲,🌲,🌲,🌳,,🏔️,,,⛰️,🌲,🌳,,,,🌳,🌲,,🌲,🌲,,,,,,,,🟫,,,,,🟫,,,,,,,🌊,🌊,🌊,🌊,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,🌾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,🏔️
,🏔️,⛰️,,,,,🌳,🌲,,🌲,,🌳,🌲,,🌳,,,🌲,🌲,🌲,,🌳,🌲,,🌲,,,🌲,🌳,🏔️,⛰️,⛰️,🏔️,🌲,🌲,🌲,🌳,🌲,🌳,🌳,🌳,🌲,,,,,,🧱,🧱,🧱,🧱,🧱,,,🧱,🧱,🧱,🧱,🧱,,,,,🌊,🌊,🌊,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾,,,,,,,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,🏔️
🏔️,🏔️,🏔️,,,🌳,🌳,,🌳,,🌲,🌳,,,,,🌳,🌳,🌳,,🌲,🌲,,🌲,🌲,🌳,🌳,🌲,🌲,🌲,⛰️,🏔️,,,,🌳,🌳,,🌳,🌳,🌲,,,,,,,,🧱,🌳,,,,,,,,,🌳,🧱,,,,,,🌊,🌊,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,🏔️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,⛰️,🏔️
⛰️,🏔️,⛰️,,,,,,,🌲,,,🌲,🌲,🌲,🌳,,,,,,,🌳,🌲,🌳,🌳,,🌳,,🌲,🌲,🌳,🌲,,🌳,,🌲,🌲,🌲,🌳,🌲,,,,,,,,🧱,,,,🏠,,,🏡,,,,🧱,,,,,,🌊,🌊,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,🏔️,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🏔️,⛰️
🏔️,,,,,,,,,🌳,🌳,🌳,🌳,🌳,🌳,🌲,🌳,,,🌳,🌳,,🌲,🌲,🌲,🌳,,🌳,🌳,,🌲,🌳,🌲,,🌲,,,,,🌲,,,,,,,🟫,🟫,🧱,,🏠,,,,,,,🏡,,🧱,🟫,🟫,,,,🌊,🌊,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,🏔️,⛰️,⛰️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,⛰️,⛰️
