,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👹,👹,👹,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🪨,🗻
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🪨,🗻,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🏔️
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,⛰️,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,,🗻
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,⛰️
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🗻,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🏔️,🏔️
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🗻,🪨
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🗻,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🪨,⛰️
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🪨,🗻
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🏔️,🏔️
,,,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,👾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🏔️,🏔️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🗻,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🪨,,🏔️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️,🗻
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🪨,🏔️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,⛰️,🪨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🗻,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🗻,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🪨,⛰️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,⛰️,🪨,🪨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🪨,🏔️,🪨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🗻,⛰️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🗻,🏔️
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🪨,🏔️
