"id","titleEmoji","text","mode"
"Event_11","🕯️","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🕯️を1個譲ってくれないか？代わりに💎1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🕯️を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🕯️"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n💎1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🕯️"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""💎"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🕯️が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_12","💎","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""💎を1個譲ってくれないか？代わりに📿1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの💎を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""💎"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n📿1個を渡した。""},{""operation"":""changeItemCount"",""item"":""💎"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""📿"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？💎が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_13","📿","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""📿を1個譲ってくれないか？代わりに🏺1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの📿を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""📿"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🏺1個を渡した。""},{""operation"":""changeItemCount"",""item"":""📿"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🏺"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？📿が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_14","🏺","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🏺を1個譲ってくれないか？代わりに🗝️1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🏺を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🏺"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🗝️1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🏺"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🗝️"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🏺が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_15","🗝️","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🗝️を1個譲ってくれないか？代わりに🪣1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🗝️を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🗝️"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🪣1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🗝️"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🪣"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🗝️が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_16","🪣","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🪣を1個譲ってくれないか？代わりに🧵1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🪣を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🪣"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🧵1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🪣"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🧵"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🪣が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_17","🧵","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🧵を1個譲ってくれないか？代わりに🪶1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🧵を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🧵"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🪶1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🧵"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🪶"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🧵が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_18","🪶","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🪶を1個譲ってくれないか？代わりに📜1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🪶を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🪶"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n📜1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🪶"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""📜"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🪶が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_19","📜","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""📜を1個譲ってくれないか？代わりに🖋️1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの📜を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""📜"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n🖋️1個を渡した。""},{""operation"":""changeItemCount"",""item"":""📜"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""🖋️"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？📜が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_20","🖋️","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🖋️を1個譲ってくれないか？代わりに💍1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの🖋️を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🖋️"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n💍1個を渡した。""},{""operation"":""changeItemCount"",""item"":""🖋️"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""💍"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？🖋️が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
"Event_21","💍","{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""💍を1個譲ってくれないか？代わりに⌚1個をあげよう。\nいい取引だと思うんだが。""},{""operation"":""page"",""pageId"":""ask"",""text"":""どうする？ 手持ちの💍を見せてくれるかい？""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""💍"",""count"":1}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""decline"",""text"":""そうか、残念だ。また気が向いたら声をかけてくれ。""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""助かった！これで目的が果たせる。\n⌚1個を渡した。""},{""operation"":""changeItemCount"",""item"":""💍"",""delta"":-1},{""operation"":""changeItemCount"",""item"":""⌚"",""delta"":1},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""ん？💍が足りないみたいだ。あと少し集めてきてくれないか？""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""ask"":1,""decline"":6,""thanks"":8,""shortage"":12,""end"":14},""entryPage"":""offer""}",""
