🗻,⛰️,⛰️,🌴,,,🧱,,,🏠,,,🏚️,👣,,,,🏠,🏠,,🧱,,,,,,,,,,🌲,,,,,,🍀,,,,,🌴,,🪨,,,,,,,💀,,,,,,,🪨,,🏔️,🏔️,🗻,🏔️,⛰️
⛰️,🏔️,🏔️,,,,🧱,🏚️,,,,🏠,🌴,🟫,,,🏚️,,🏠,,🧱,,,,,,,,,,🌳,,,,,🌴,,,,,,,,🪨,,,,,,,,,,,,,,🪨,,,⛰️,⛰️,⛰️,🏔️
🗻,🗻,⛰️,,,,🧱,,,🏘️,,🏠,🏘️,👣,🌾,🏚️,,🏚️,🏡,🏠,🧱,,,,,🌲,,,,,,,,,,,,,,,🌾,,,🪨,,,,,,,,,,,,,,🪨,,🏔️,🗻,🗻,🗻,⛰️
⛰️,🏔️,🏔️,🏔️,⛰️,,🧱,,🏚️,,,🏚️,,🟫,🏠,🏚️,🏘️,,,,🧱,,,,🌳,,,,,,,,,,,,,,,,,,,🪨,,🌳,,,,,,,,,,,🌿,🪨,,,,⛰️,🏔️,🏔️
🗻,⛰️,⛰️,🗻,🏔️,,🧱,🏘️,🏘️,,🏚️,🏘️,,👣,,🏚️,🏡,,,,🧱,,,,🌴,,,,,,,,,,,,,,,,,,,🪨,🌲,🌴,,,,,,,,,,,🌳,🪨,,⛰️,⛰️,🏔️,⛰️,⛰️
⛰️,🗻,🏔️,⛰️,🗻,,🧱,🧱,🧱,🧱,🧱,🧱,🧱,🟫,🧱,🧱,🧱,🧱,🧱,🧱,🧱,,,,,,,,,,,,,,,,,,,,,,,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,🪨,,,🗻,⛰️,🏔️,🗻
🗻,🏔️,🗻,🏔️,🏔️,🌲,,,,,,,,,,,,,,,,🌳,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌳,,,,,,🌿,,,,🗻,⛰️,🏔️,⛰️,🏔️
🏔️,⛰️,🏔️,,,🍀,,,,,,,,,,,,,🍀,,,,,,,,,,🌿,,,🌾,,,,,,,🌴,,,,,,,,,,,,,,,,,,,🌴,,,,⛰️,🗻,🗻
⛰️,🗻,⛰️,,,,,,,,,,,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,🌉,🌉,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,👣,🟫,,,,,,,,,🗻,🏔️,🏔️,⛰️,🏔️
🗻,⛰️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,🌊,,🌲,,,🍀,,,,,,,,,,,,,,,,🌿,,,,,,,🌳,⛰️,🏔️,🗻
🏔️,🗻,⛰️,🏔️,🏔️,,,,,,,,,,,,,,,,,🌾,,,,,,,,,,🌊,🌊,,,,,,,,,,,,,,,,,,,🌾,,,,,,,🌿,,⛰️,🗻,🗻,🏔️
🗻,🏔️,🏔️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,🌊,,,,,,,,,,,,🌳,,,,,,,,,,,,🌲,,,,,⛰️,🏔️,⛰️
🏔️,🗻,⛰️,🗻,,,,,,,,,,,,,,,,,,🍀,,,,,,,,,,🌊,🌊,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🏔️,⛰️,🗻
⛰️,🏔️,🏔️,⛰️,,,,,,,,,,,,,,,,,,,,,,,🌿,,,,,🌊,🌊,,,,,,,🍀,,,,🌴,,,,,,,🌾,,,,,,,,,🏔️,🗻,⛰️,🗻,🏔️
🗻,⛰️,⛰️,🗻,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,🌊,,,,,,,🌾,,,,,,,,,,,,🌿,,,,,,,,,⛰️,🗻,🏔️,🗻
🏔️,🗻,🗻,⛰️,,🌿,,,,,,,,,,,,,,,,,🌲,,,,,,,,,🌊,🌊,,,,,,,,,,🌲,,🌾,,,,,,,,,,,,,,,🏔️,🗻,⛰️,⛰️,⛰️
⛰️,⛰️,🏔️,🗻,🏔️,,,,,,,,🌿,,,,,,,,,,,,,,,,,,,🌊,🌊,,,,,,,,,,,,,,,,,,,,,,,,,,,,🏔️,🗻,🗻,🗻
🗻,🏔️,⛰️,🌾,,,,,,,,,,,,,,,,,,,,,🌲,,,,🌲,,,🌊,🌊,,,,,,,,,,,🌿,,,,🌳,,,,,,,,,,,,🍀,,🏔️,⛰️,⛰️
🏔️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🏔️
⛰️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,⛰️
🏔️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🏔️
⛰️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🗻
🏔️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🏔️
⛰️,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,⛰️
🗻,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🌊,🏔️
⛰️,⛰️,🗻,🏔️,🏔️,🗻,⛰️,⛰️,⛰️,🏔️,🗻,🗻,⛰️,🏔️,🏔️,🗻,⛰️,⛰️,⛰️,⛰️,🗻,🗻,🗻,⛰️,🗻,🏔️,🏔️,🗻,⛰️,🗻,🗻,🗻,🏔️,⛰️,⛰️,🗻,🏔️,🏔️,🗻,🏔️,🗻,⛰️,🗻,🗻,⛰️,🗻,🗻,⛰️,⛰️,⛰️,🏔️,🏔️,🗻,🏔️,🗻,🏔️,⛰️,🗻,🗻,🗻,⛰️,🗻,🗻,🗻
