,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍎,🍗,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍗,🍎,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾
,,,,,,,,,🍗,🍗,🍗,🍗,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾
,,,,,,,,🍗,🍗,🍗,🍗,🍗,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,🍗,🍗,🍗,🍗,🍗,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,🍗,🍗,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾
,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,🌾
,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,
,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,🍎,🥛,🍗,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,🍄,,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,
,,,,,,,,,,,,🧀,🍞,🍗,,,,,,,🍄,🍄,🍄,🍄,🍄,,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,
,,,,,,,,,,,,🌾,🥛,🍄,,,,,,,,,🍄,🍄,🍄,,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,
,,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,
,,,,,,,,,,,,,,,,,,,,,,,🍄,🍄,🍄,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,
,,,,,,,,,,,,,,,,,,,,,,,🍄,🍄,,,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,🍗,🍗,🍗,🍗,🍗,🍗,🍗,🍗,🍗,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,
,,,,,,,,,,,,,,,,,,,,,,,,🍄,,🍄,🍄,🍄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🥛,🥛,🥛,🥛,🥛,🥛,🥛,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🥛,🥛,🥛,🥛,🥛,🥛,🥛,,,,,,,,,,,,🌾,🌾,🌾,🌾,🌾,🌾,🌾,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍗,,🥛,🥛,🥛,🥛,🥛,🥛,🥛,,🍗,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍗,,🥛,🥛,🥛,🥛,🥛,🥛,🥛,,🍗,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍗,,,,,,,,,,🍗,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🍗,🍗,🍗,🍗,,,,,,,,,,,,,,,,,,,,,,,,,,
